timestamp,solexs_flux,hel1os_flux
2026-06-30T00:17:20,47.2,76.82
2026-06-30T00:17:30,49.38,82.71
2026-06-30T00:17:40,47.15,83.81
2026-06-30T00:17:50,48.98,82.24
2026-06-30T00:18:00,52.52,71.57
2026-06-30T00:18:10,44.82,82.69
2026-06-30T00:18:20,51.3,74.83
2026-06-30T00:18:30,50.71,81.18
2026-06-30T00:18:40,48.22,72.88
2026-06-30T00:18:50,45.66,82.23
2026-06-30T00:19:00,50.22,75.97
2026-06-30T00:19:10,48.41,73.59
2026-06-30T00:19:20,50.7,83.57
2026-06-30T00:19:30,50.07,81.21
2026-06-30T00:19:40,54.81,76.93
2026-06-30T00:19:50,49.28,87.26
2026-06-30T00:20:00,46.93,77.8
2026-06-30T00:20:10,50.54,80.16
2026-06-30T00:20:20,50.66,81.34
2026-06-30T00:20:30,54.08,76.9
2026-06-30T00:20:40,52.51,82.36
2026-06-30T00:20:50,51.07,77.33
2026-06-30T00:21:00,54.39,77.94
2026-06-30T00:21:10,46.43,86.81
2026-06-30T00:21:20,48.08,74.8
2026-06-30T00:21:30,47.22,67.94
2026-06-30T00:21:40,48.83,88.05
2026-06-30T00:21:50,45.87,92.75
2026-06-30T00:22:00,51.91,77.97
2026-06-30T00:22:10,49.33,70.32
2026-06-30T00:22:20,45.59,78.45
2026-06-30T00:22:30,46.95,78.57
2026-06-30T00:22:40,50.94,79.05
2026-06-30T00:22:50,52.51,74.43
2026-06-30T00:23:00,55.99,82.9
2026-06-30T00:23:10,58.74,82.62
2026-06-30T00:23:20,51.24,72.53
2026-06-30T00:23:30,47.03,83.5
2026-06-30T00:23:40,43.6,90.26
2026-06-30T00:23:50,50.8,80.86
2026-06-30T00:24:00,47.56,78.31
2026-06-30T00:24:10,48.75,79.29
2026-06-30T00:24:20,48.16,83.08
2026-06-30T00:24:30,49.58,71.35
2026-06-30T00:24:40,53.2,80.82
2026-06-30T00:24:50,50.47,78.05
2026-06-30T00:25:00,49.52,89.24
2026-06-30T00:25:10,46.89,79.13
2026-06-30T00:25:20,44.98,88.34
2026-06-30T00:25:30,48.54,74.48
2026-06-30T00:25:40,49.84,82.94
2026-06-30T00:25:50,55.3,81.6
2026-06-30T00:26:00,50.39,75.65
2026-06-30T00:26:10,52.95,80.89
2026-06-30T00:26:20,48.5,86.06
2026-06-30T00:26:30,46.45,78.38
2026-06-30T00:26:40,47.1,71.54
2026-06-30T00:26:50,47.82,79.91
2026-06-30T00:27:00,56.39,75.49
2026-06-30T00:27:10,47.54,78.29
2026-06-30T00:27:20,52.52,79.59
2026-06-30T00:27:30,47.29,71.47
2026-06-30T00:27:40,52.79,71.92
2026-06-30T00:27:50,51.15,82.41
2026-06-30T00:28:00,49.53,77.39
2026-06-30T00:28:10,49.88,67.18
2026-06-30T00:28:20,48.04,83.92
2026-06-30T00:28:30,51.34,81.36
2026-06-30T00:28:40,48.64,76.43
2026-06-30T00:28:50,46.32,73.42
2026-06-30T00:29:00,46.17,84.18
2026-06-30T00:29:10,50.52,81.75
2026-06-30T00:29:20,54.74,91.91
2026-06-30T00:29:30,50.48,82.1
2026-06-30T00:29:40,49.64,81.94
2026-06-30T00:29:50,50.86,79.17
2026-06-30T00:30:00,53.92,84.08
2026-06-30T00:30:10,50.66,83.13
2026-06-30T00:30:20,48.77,86.26
2026-06-30T00:30:30,53.32,77.39
2026-06-30T00:30:40,51.29,77.82
2026-06-30T00:30:50,54.61,77.6
2026-06-30T00:31:00,50.55,83.95
2026-06-30T00:31:10,46.33,87.49
2026-06-30T00:31:20,45.9,77.71
2026-06-30T00:31:30,54.95,77.88
2026-06-30T00:31:40,55.17,81.57
2026-06-30T00:31:50,49.46,78.77
2026-06-30T00:32:00,48.85,84.76
2026-06-30T00:32:10,54.38,68.74
2026-06-30T00:32:20,46.68,75.87
2026-06-30T00:32:30,47.32,76.09
2026-06-30T00:32:40,51.93,68.4
2026-06-30T00:32:50,48.82,75.18
2026-06-30T00:33:00,49.98,75.42
2026-06-30T00:33:10,49.51,78.99
2026-06-30T00:33:20,51.01,85.56
2026-06-30T00:33:30,54.22,78.77
2026-06-30T00:33:40,50.27,74.85
2026-06-30T00:33:50,51.93,79.72
2026-06-30T00:34:00,43.85,85.25
2026-06-30T00:34:10,49.85,75.12
2026-06-30T00:34:20,47.47,75.45
2026-06-30T00:34:30,46.34,82.79
2026-06-30T00:34:40,47.37,78.89
2026-06-30T00:34:50,49.0,83.24
2026-06-30T00:35:00,52.75,79.93
2026-06-30T00:35:10,46.02,83.51
2026-06-30T00:35:20,50.09,74.82
2026-06-30T00:35:30,48.55,79.94
2026-06-30T00:35:40,49.02,78.95
2026-06-30T00:35:50,53.01,73.92
2026-06-30T00:36:00,51.61,72.18
2026-06-30T00:36:10,54.01,83.43
2026-06-30T00:36:20,49.54,78.25
2026-06-30T00:36:30,47.91,74.89
2026-06-30T00:36:40,49.33,79.52
2026-06-30T00:36:50,50.73,85.64
2026-06-30T00:37:00,50.53,68.6
2026-06-30T00:37:10,46.75,72.52
2026-06-30T00:37:20,50.27,75.39
2026-06-30T00:37:30,50.68,87.31
2026-06-30T00:37:40,57.55,81.41
2026-06-30T00:37:50,55.63,83.84
2026-06-30T00:38:00,47.44,74.3
2026-06-30T00:38:10,49.14,74.4
2026-06-30T00:38:20,45.61,82.24
2026-06-30T00:38:30,48.23,80.29
2026-06-30T00:38:40,50.95,82.74
2026-06-30T00:38:50,53.62,79.06
2026-06-30T00:39:00,47.81,81.39
2026-06-30T00:39:10,48.04,80.79
2026-06-30T00:39:20,43.56,83.89
2026-06-30T00:39:30,49.51,84.04
2026-06-30T00:39:40,46.81,71.9
2026-06-30T00:39:50,48.41,68.76
2026-06-30T00:40:00,47.37,85.01
2026-06-30T00:40:10,49.72,85.94
2026-06-30T00:40:20,44.73,74.9
2026-06-30T00:40:30,45.6,70.7
2026-06-30T00:40:40,56.39,80.5
2026-06-30T00:40:50,46.14,84.65
2026-06-30T00:41:00,46.71,88.99
2026-06-30T00:41:10,55.51,82.58
2026-06-30T00:41:20,58.72,78.14
2026-06-30T00:41:30,46.49,75.53
2026-06-30T00:41:40,48.9,80.06
2026-06-30T00:41:50,57.18,88.76
2026-06-30T00:42:00,67.49,95.44
2026-06-30T00:42:10,65.5,121.01
2026-06-30T00:42:20,73.88,129.95
2026-06-30T00:42:30,83.1,136.96
2026-06-30T00:42:40,88.23,136.93
2026-06-30T00:42:50,91.95,156.07
2026-06-30T00:43:00,98.83,165.25
2026-06-30T00:43:10,101.26,174.52
2026-06-30T00:43:20,110.82,188.81
2026-06-30T00:43:30,116.89,196.0
2026-06-30T00:43:40,124.54,206.78
2026-06-30T00:43:50,128.33,216.52
2026-06-30T00:44:00,137.57,225.29
2026-06-30T00:44:10,145.35,224.93
2026-06-30T00:44:20,148.93,244.52
2026-06-30T00:44:30,155.67,251.58
2026-06-30T00:44:40,160.93,258.22
2026-06-30T00:44:50,166.92,283.28
2026-06-30T00:45:00,170.91,293.77
2026-06-30T00:45:10,180.18,302.18
2026-06-30T00:45:20,185.09,306.92
2026-06-30T00:45:30,197.82,322.65
2026-06-30T00:45:40,202.41,326.21
2026-06-30T00:45:50,205.0,337.42
2026-06-30T00:46:00,207.71,341.2
2026-06-30T00:46:10,212.82,358.91
2026-06-30T00:46:20,225.88,367.48
2026-06-30T00:46:30,229.25,370.92
2026-06-30T00:46:40,236.06,387.44
2026-06-30T00:46:50,235.54,397.55
2026-06-30T00:47:00,249.71,417.19
2026-06-30T00:47:10,254.44,422.93
2026-06-30T00:47:20,255.9,428.78
2026-06-30T00:47:30,263.97,440.22
2026-06-30T00:47:40,272.33,449.45
2026-06-30T00:47:50,277.85,458.47
2026-06-30T00:48:00,282.97,464.33
2026-06-30T00:48:10,289.69,479.24
2026-06-30T00:48:20,289.24,476.27
2026-06-30T00:48:30,282.18,459.96
2026-06-30T00:48:40,277.86,454.97
2026-06-30T00:48:50,257.47,440.58
2026-06-30T00:49:00,256.19,415.89
2026-06-30T00:49:10,249.15,410.42
2026-06-30T00:49:20,241.23,402.22
2026-06-30T00:49:30,230.95,388.74
2026-06-30T00:49:40,218.52,374.78
2026-06-30T00:49:50,216.5,356.06
2026-06-30T00:50:00,212.42,337.84
2026-06-30T00:50:10,194.36,322.86
2026-06-30T00:50:20,193.28,316.21
2026-06-30T00:50:30,181.43,302.59
2026-06-30T00:50:40,173.95,293.33
2026-06-30T00:50:50,162.7,278.6
2026-06-30T00:51:00,156.58,258.65
2026-06-30T00:51:10,153.21,239.3
2026-06-30T00:51:20,142.78,230.13
2026-06-30T00:51:30,137.96,219.02
2026-06-30T00:51:40,128.01,203.13
2026-06-30T00:51:50,117.52,187.46
2026-06-30T00:52:00,113.16,177.82
2026-06-30T00:52:10,100.97,160.24
2026-06-30T00:52:20,93.86,145.83
2026-06-30T00:52:30,82.21,136.73
2026-06-30T00:52:40,75.03,119.37
2026-06-30T00:52:50,64.46,108.81
2026-06-30T00:53:00,61.24,95.16
2026-06-30T00:53:10,46.47,74.3
2026-06-30T00:53:20,52.35,77.59
2026-06-30T00:53:30,49.43,87.19
2026-06-30T00:53:40,53.51,74.19
2026-06-30T00:53:50,52.25,69.42
2026-06-30T00:54:00,55.46,70.69
2026-06-30T00:54:10,52.19,80.15
2026-06-30T00:54:20,45.28,80.15
2026-06-30T00:54:30,49.8,79.41
2026-06-30T00:54:40,46.48,86.07
2026-06-30T00:54:50,48.45,66.64
2026-06-30T00:55:00,54.53,81.98
2026-06-30T00:55:10,51.91,87.81
2026-06-30T00:55:20,47.9,74.36
2026-06-30T00:55:30,46.96,78.1
2026-06-30T00:55:40,50.1,76.24
2026-06-30T00:55:50,46.35,75.53
2026-06-30T00:56:00,47.99,78.37
2026-06-30T00:56:10,50.94,87.14
2026-06-30T00:56:20,53.47,89.19
2026-06-30T00:56:30,51.83,78.32
2026-06-30T00:56:40,43.13,89.53
2026-06-30T00:56:50,50.91,80.18
2026-06-30T00:57:00,50.22,88.77
2026-06-30T00:57:10,51.24,79.53
2026-06-30T00:57:20,54.85,80.66
2026-06-30T00:57:30,43.81,81.83
2026-06-30T00:57:40,48.23,95.89
2026-06-30T00:57:50,51.77,84.26
2026-06-30T00:58:00,45.26,76.46
2026-06-30T00:58:10,54.43,84.84
2026-06-30T00:58:20,51.11,78.19
2026-06-30T00:58:30,52.54,77.55
2026-06-30T00:58:40,48.29,84.54
2026-06-30T00:58:50,52.44,80.16
2026-06-30T00:59:00,53.21,81.39
2026-06-30T00:59:10,50.7,80.07
2026-06-30T00:59:20,50.7,81.68
2026-06-30T00:59:30,50.81,82.12
2026-06-30T00:59:40,47.41,70.32
2026-06-30T00:59:50,49.56,83.33
2026-06-30T01:00:00,49.54,75.09
2026-06-30T01:00:10,51.15,72.79
2026-06-30T01:00:20,53.0,79.71
2026-06-30T01:00:30,46.82,80.42
2026-06-30T01:00:40,49.62,76.53
2026-06-30T01:00:50,54.44,84.16
2026-06-30T01:01:00,47.77,73.29
2026-06-30T01:01:10,47.53,77.97
2026-06-30T01:01:20,50.61,77.08
2026-06-30T01:01:30,52.53,79.77
2026-06-30T01:01:40,50.03,81.39
2026-06-30T01:01:50,53.99,74.96
2026-06-30T01:02:00,52.57,83.62
2026-06-30T01:02:10,52.53,80.32
2026-06-30T01:02:20,51.66,70.54
2026-06-30T01:02:30,56.98,70.21
2026-06-30T01:02:40,49.38,79.94
2026-06-30T01:02:50,43.99,78.9
2026-06-30T01:03:00,54.81,79.48
2026-06-30T01:03:10,48.63,79.86
2026-06-30T01:03:20,50.32,81.13
2026-06-30T01:03:30,53.93,84.74
2026-06-30T01:03:40,45.19,74.44
2026-06-30T01:03:50,46.25,74.14
2026-06-30T01:04:00,45.2,74.53
2026-06-30T01:04:10,47.62,81.44
2026-06-30T01:04:20,51.32,86.22
2026-06-30T01:04:30,51.57,77.84
2026-06-30T01:04:40,50.83,67.49
2026-06-30T01:04:50,45.76,71.48
2026-06-30T01:05:00,43.07,75.83
2026-06-30T01:05:10,50.16,77.21
2026-06-30T01:05:20,48.58,77.96
2026-06-30T01:05:30,51.38,80.19
2026-06-30T01:05:40,52.11,78.44
2026-06-30T01:05:50,50.41,85.25
2026-06-30T01:06:00,52.28,76.62
2026-06-30T01:06:10,50.69,75.69
2026-06-30T01:06:20,51.59,82.39
2026-06-30T01:06:30,47.89,72.32
2026-06-30T01:06:40,49.46,81.95
2026-06-30T01:06:50,50.59,80.51
2026-06-30T01:07:00,52.46,79.26
2026-06-30T01:07:10,48.82,87.94
2026-06-30T01:07:20,51.56,76.89
2026-06-30T01:07:30,49.2,90.3
2026-06-30T01:07:40,49.65,78.87
2026-06-30T01:07:50,52.49,73.61
2026-06-30T01:08:00,44.02,80.35
2026-06-30T01:08:10,46.11,74.62
2026-06-30T01:08:20,45.55,76.24
2026-06-30T01:08:30,43.0,81.99
2026-06-30T01:08:40,47.97,82.78
2026-06-30T01:08:50,52.25,76.89
2026-06-30T01:09:00,49.15,84.94
2026-06-30T01:09:10,50.59,85.79
2026-06-30T01:09:20,53.27,87.18
2026-06-30T01:09:30,53.98,82.65
2026-06-30T01:09:40,49.79,86.82
2026-06-30T01:09:50,54.06,70.6
2026-06-30T01:10:00,50.28,78.41
2026-06-30T01:10:10,47.49,75.66
2026-06-30T01:10:20,48.22,80.6
2026-06-30T01:10:30,45.56,77.14
2026-06-30T01:10:40,47.34,79.17
2026-06-30T01:10:50,48.93,89.41
2026-06-30T01:11:00,52.41,79.15
2026-06-30T01:11:10,55.16,82.07
2026-06-30T01:11:20,45.85,78.84
2026-06-30T01:11:30,51.18,80.38
2026-06-30T01:11:40,46.88,80.03
2026-06-30T01:11:50,51.42,82.24
2026-06-30T01:12:00,49.61,85.83
2026-06-30T01:12:10,44.51,88.24
2026-06-30T01:12:20,52.78,81.55
2026-06-30T01:12:30,48.18,82.95
2026-06-30T01:12:40,48.4,74.25
2026-06-30T01:12:50,46.79,79.56
2026-06-30T01:13:00,48.04,84.7
2026-06-30T01:13:10,51.28,84.33
2026-06-30T01:13:20,49.43,81.06
2026-06-30T01:13:30,50.99,84.43
2026-06-30T01:13:40,51.09,82.45
2026-06-30T01:13:50,53.96,86.0
2026-06-30T01:14:00,48.97,81.45
2026-06-30T01:14:10,45.57,78.22
2026-06-30T01:14:20,53.2,81.68
2026-06-30T01:14:30,49.01,65.35
2026-06-30T01:14:40,53.34,81.91
2026-06-30T01:14:50,51.15,61.76
2026-06-30T01:15:00,49.61,71.38
2026-06-30T01:15:10,51.05,82.26
2026-06-30T01:15:20,55.85,82.39
2026-06-30T01:15:30,56.23,74.19
2026-06-30T01:15:40,50.21,76.44
2026-06-30T01:15:50,50.48,86.85
2026-06-30T01:16:00,53.23,77.58
2026-06-30T01:16:10,47.46,91.21
2026-06-30T01:16:20,51.0,79.99
2026-06-30T01:16:30,49.92,82.04
2026-06-30T01:16:40,50.94,88.08
2026-06-30T01:16:50,47.5,80.66
2026-06-30T01:17:00,45.23,74.99
2026-06-30T01:17:10,43.78,79.45
2026-06-30T01:17:20,46.65,79.82
2026-06-30T01:17:30,48.62,73.18
2026-06-30T01:17:40,49.12,78.72
2026-06-30T01:17:50,55.81,76.29
2026-06-30T01:18:00,53.32,84.62
2026-06-30T01:18:10,47.11,80.17
2026-06-30T01:18:20,51.04,78.59
2026-06-30T01:18:30,48.78,79.47
2026-06-30T01:18:40,49.15,81.12
2026-06-30T01:18:50,50.56,83.08
2026-06-30T01:19:00,51.86,75.0
2026-06-30T01:19:10,48.98,74.79
2026-06-30T01:19:20,53.19,85.52
2026-06-30T01:19:30,46.57,77.94
2026-06-30T01:19:40,50.02,72.92
2026-06-30T01:19:50,57.79,82.22
2026-06-30T01:20:00,50.67,82.32
2026-06-30T01:20:10,54.3,72.35
2026-06-30T01:20:20,50.27,81.15
2026-06-30T01:20:30,51.74,83.68
2026-06-30T01:20:40,49.83,81.87
2026-06-30T01:20:50,49.49,83.16
2026-06-30T01:21:00,47.66,72.98
2026-06-30T01:21:10,51.29,81.66
2026-06-30T01:21:20,47.45,78.49
2026-06-30T01:21:30,52.0,77.59
2026-06-30T01:21:40,53.26,84.35
2026-06-30T01:21:50,51.1,87.4
2026-06-30T01:22:00,49.14,88.97
2026-06-30T01:22:10,51.36,86.57
2026-06-30T01:22:20,49.07,79.45
2026-06-30T01:22:30,52.81,81.76
2026-06-30T01:22:40,44.51,83.83
2026-06-30T01:22:50,48.99,80.61
2026-06-30T01:23:00,44.03,80.65
2026-06-30T01:23:10,45.51,84.12
